title,link,cited,relatedLink,position,publishedData
Open Hardware and Software Robotics Competition for Additional Engagement in ECE Students-The Robot@ Factory Lite Case Study,https://link.springer.com/chapter/10.1007/978-3-030-58653-9_70,,"https://scholar.google.com/scholar?q=related:78KAd4q1AmYJ:scholar.google.com/&scioq=%22open+hardware%22&hl=en&as_sdt=0,5",157,"VH Pinto, A Sousa, J Lima, J Gonçalves… - … Conference on Automatic …, 2020 - Springer"
GPS-disciplined analog-to-digital converter for phasor measurement applications,https://ieeexplore.ieee.org/abstract/document/7931698/,Cited by 37,"https://scholar.google.com/scholar?q=related:WcDMowKMwbkJ:scholar.google.com/&scioq=%22open+hardware%22&hl=en&as_sdt=0,5",158,"X Zhao, DM Laverty, A McKernan… - IEEE Transactions …, 2017 - ieeexplore.ieee.org"
Open Hardware and Open Software Platforms in Logical Systems Education,http://frtk.fri.uniza.sk/aj/ls-2020/files/2013_TRANSCOM.pdf,Cited by 1,"https://scholar.google.com/scholar?q=related:76tH3liyL-AJ:scholar.google.com/&scioq=%22open+hardware%22&hl=en&as_sdt=0,5",159,A Jaroš - 2013 - frtk.fri.uniza.sk
Design and implementation of manufacturing execution system with open hardware,http://www.revistadyo.es/index.php/dyo/article/view/410,Cited by 1,"https://scholar.google.com/scholar?q=related:gtRldx5Od2MJ:scholar.google.com/&scioq=%22open+hardware%22&hl=en&as_sdt=0,5",160,"R Alcalde-Delgado… - Dirección y …, 2012 - revistadyo.es"
"Open-hardware, High-vacuum Storage for TEM Holders Remedies and Quantifies Hydrocarbon Contamination",https://www.cambridge.org/core/journals/microscopy-and-microanalysis/article/openhardware-highvacuum-storage-for-tem-holders-remedies-and-quantifies-hydrocarbon-contamination/F9D6C71A82ABED3EC25B4E63D1D89051,,"https://scholar.google.com/scholar?q=related:OcJ1pnNyG-EJ:scholar.google.com/&scioq=%22open+hardware%22&hl=en&as_sdt=0,5",161,"YM Goh, J Schwartz, T Ma, B Kerns… - Microscopy and …, 2020 - cambridge.org"
A Study of Open Hardware System of Cast Iron Thermal Analysis,https://en.cnki.com.cn/Article_en/CJFDTotal-ZSBY199801005.htm,Cited by 1,"https://scholar.google.com/scholar?q=related:kp1I3_lD3h8J:scholar.google.com/&scioq=%22open+hardware%22&hl=en&as_sdt=0,5",162,"S Yezan, W Xianglin, L Yanzao - RESEARCH STUDIES ON …, 1998 - en.cnki.com.cn"
Co-design applied: Design of open hardware based human machine interface,https://ieeexplore.ieee.org/abstract/document/8321244/,Cited by 2,"https://scholar.google.com/scholar?q=related:JsWaSBZmgpgJ:scholar.google.com/&scioq=%22open+hardware%22&hl=en&as_sdt=0,5",163,"TT Lourdes, A Gopalakrishnan - 2017 2nd International …, 2017 - ieeexplore.ieee.org"
Sistemas open hardware y open source aplicados a la ensenanza de la electrónica,https://revistas.uniquindio.edu.co/ojs/index.php/riuq/article/view/163,Cited by 3,"https://scholar.google.com/scholar?q=related:aQf9DHleWyEJ:scholar.google.com/&scioq=%22open+hardware%22&hl=en&as_sdt=0,5",164,"R Arango, ÁA Navarro… - Revista de …, 2014 - revistas.uniquindio.edu.co"
Arduino Science Kits: plataforma open-hardware para práticas laboratoriais no ensino das ciências experimentais,http://repositorio.ipv.pt/handle/10400.19/3103,Cited by 4,"https://scholar.google.com/scholar?q=related:LAaQ_2vzEDUJ:scholar.google.com/&scioq=%22open+hardware%22&hl=en&as_sdt=0,5",165,PJC Ferreira - 2015 - repositorio.ipv.pt
okinesio: the development of open hardware for quantified self,https://dl.acm.org/doi/abs/10.1145/2948963.2948966,Cited by 1,"https://scholar.google.com/scholar?q=related:4uCwn5D9kHUJ:scholar.google.com/&scioq=%22open+hardware%22&hl=en&as_sdt=0,5",166,"M Zöllner, A Zapf, ND Truong, S Scheer - Proceedings of the 3rd …, 2016 - dl.acm.org"
Navigating Patents in an Open Hardware Environment,https://link.springer.com/chapter/10.1007/978-3-319-97788-1_14,Cited by 1,"https://scholar.google.com/scholar?q=related:_IAzm8tuza0J:scholar.google.com/&scioq=%22open+hardware%22&hl=en&as_sdt=0,5",167,"D Beldiman, F Fluechter - Co-Creation, 2019 - Springer"
Open-hardware wireless controller and 3D-printed pumps for efficient liquid manipulation,https://www.sciencedirect.com/science/article/pii/S2468067221000286,,,168,"G Alain, C Pierre, EM Patrick - HardwareX, 2021 - Elsevier"
Automatic gas valve control system using Arduino hardware,http://www.journal.bonfring.org/abstract.php?id=5&archiveid=289,Cited by 19,"https://scholar.google.com/scholar?q=related:HfYQ_Uo3Q6IJ:scholar.google.com/&scioq=%22open+hardware%22&hl=en&as_sdt=0,5",169,"TK Sethuramalingam… - … International Journal of …, 2012 - journal.bonfring.org"
Open Hardware Platform For Reconstruction Of ECG Signal,https://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.416.6417&rep=rep1&type=pdf,Cited by 1,"https://scholar.google.com/scholar?q=related:3g3l_Szf3EgJ:scholar.google.com/&scioq=%22open+hardware%22&hl=en&as_sdt=0,5",170,"D Shukla, V Pandya - SYSTEM, 2012 - Citeseer"
From the communism of capital to capital for the commons: Towards an open co-operativism,https://triple-c.at/index.php/tripleC/article/view/561,Cited by 120,"https://scholar.google.com/scholar?q=related:lguZWK0fogQJ:scholar.google.com/&scioq=%22open+hardware%22&hl=en&as_sdt=0,5",171,"M Bauwens, V Kostakis - … , Capitalism & Critique. Open Access Journal for …, 2014 - triple-c.at"
"AgriEngineering—An Open Access, Open Source, Open Hardware Journal for the Agricultural Engineering Research Community",https://www.e-helvetica.nb.admin.ch/api/download/urn%3Anbn%3Ach%3Abel-1325500%3Aagriengineering-01-00001-v2.pdf,,,172,MG Pelletier - 2019 - e-helvetica.nb.admin.ch
The siren song of open hardware/software in wireless sensor design,https://dl.acm.org/doi/abs/10.5555/2600623.2600625,Cited by 1,"https://scholar.google.com/scholar?q=related:tRwJyQPZa1MJ:scholar.google.com/&scioq=%22open+hardware%22&hl=en&as_sdt=0,5",173,"MC Jadud, N Hichilo, H Mupiwa, L Ray… - Journal of Computing …, 2014 - dl.acm.org"
Aplikasi Open Hardware Pada Laboratorium Hidrodinamika,https://books.google.com/books?hl=en&lr=&id=McAlEAAAQBAJ&oi=fnd&pg=PP1&dq=%22open+hardware%22&ots=GmP2GwrhiH&sig=dAqkH61q2TLDlr3htocuEDjESOE,,,174,ES Hadi - 2021 - books.google.com
"… de referencia de"" Internet of Things""(IoT), mediante la implantación de arquitecturas basadas en plataformas comerciales, open hardware y conectividad IPv6",http://repositorio.espe.edu.ec/bitstream/21000/7648/1/AC-ET-ESPE-047621.pdf,Cited by 4,"https://scholar.google.com/scholar?q=related:iPZhhFeltNwJ:scholar.google.com/&scioq=%22open+hardware%22&hl=en&as_sdt=0,5",175,"SE Abasolo, MA Carrera, RX Gordillo, CG Romero - 2013 - repositorio.espe.edu.ec"
BulbRobot–Inexpensive Open Hardware and Software Robot Featuring Catadioptric Vision and Virtual Sonars,https://link.springer.com/chapter/10.1007/978-3-030-35990-4_45,,"https://scholar.google.com/scholar?q=related:HbYRvitR4goJ:scholar.google.com/&scioq=%22open+hardware%22&hl=en&as_sdt=0,5",176,"J Ferreira, F Coelho, A Sousa, LP Reis - Iberian Robotics conference, 2019 - Springer"
Open Hardware and Software Star Tracker: An Opportunity for Collaboration in the Emerging Cubesat Community,https://www.preprints.org/manuscript/201703.0111,Cited by 1,"https://scholar.google.com/scholar?q=related:IMh49GKxgEwJ:scholar.google.com/&scioq=%22open+hardware%22&hl=en&as_sdt=0,5",177,"ST Gutiérrez, CI Fuentes, MA Diaz - 2017 - preprints.org"
An Open Hardware and Software Microphone Array System for Robotic Applications,https://introlab.3it.usherbrooke.ca/mediawiki-introlab/images/d/d7/Grondin2013open.pdf,Cited by 1,"https://scholar.google.com/scholar?q=related:bqxJoNAJB0gJ:scholar.google.com/&scioq=%22open+hardware%22&hl=en&as_sdt=0,5",178,"F Grondin, D Létourneau, F Ferland… - … Session of the IEEE … - introlab.3it.usherbrooke.ca"
Implementation of a Reactive Walking Controller for the New Open-Hardware Quadruped Solo-12,https://hal.laas.fr/hal-03052451,,"https://scholar.google.com/scholar?q=related:8raV3CVCHqUJ:scholar.google.com/&scioq=%22open+hardware%22&hl=en&as_sdt=0,5",179,"PA Léziart, T Flayols, F Grimminger, N Mansard… - 2020 - hal.laas.fr"
Designing an Open-hardware Remotely Controllable Phototurbidostat for Studying Algal Growth,https://dl.acm.org/doi/abs/10.1145/3365966.3365969,,"https://scholar.google.com/scholar?q=related:M-J2_L9WXAwJ:scholar.google.com/&scioq=%22open+hardware%22&hl=en&as_sdt=0,5",180,"G Alain, C Pierre, MP E - Proceedings of the 2019 3rd International …, 2019 - dl.acm.org"
Toward open source hardware,https://heinonline.org/hol-cgi-bin/get_pdf.cgi?handle=hein.journals/udlr34&section=15,Cited by 69,"https://scholar.google.com/scholar?q=related:TdHUs1jBLRIJ:scholar.google.com/&scioq=%22open+hardware%22&hl=en&as_sdt=0,5",181,"JR Ackerman - U. Dayton L. Rev., 2008 - HeinOnline"
"Design Options for Long-lasting, Efficient and Open Hardware and Software",https://www.oekologisches-wirtschaften.de/index.php/oew/article/view/1788,,,182,"J Pohl, A Höfner, E Albers… - Ökologisches …, 2021 - oekologisches-wirtschaften.de"
Scheduling Algorithm Development for an Open Source Software and Open Hardware Spacecraft,http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.942.8427&rep=rep1&type=pdf,Cited by 1,"https://scholar.google.com/scholar?q=related:7LsTkYi3p5kJ:scholar.google.com/&scioq=%22open+hardware%22&hl=en&as_sdt=0,5",183,"C Bina, J Straub, R Marsh - 2015 North Dakota EPSCoR Conference, 2015 - Citeseer"
An open-hardware sample mounting solution for light-sheet microscopes,https://www.repository.cam.ac.uk/handle/1810/280268,Cited by 1,"https://scholar.google.com/scholar?q=related:wAdCe2_H8rIJ:scholar.google.com/&scioq=%22open+hardware%22&hl=en&as_sdt=0,5",184,"C Russell, E Rees - 2018 - repository.cam.ac.uk"
The hardware hacker: Adventures in making and breaking hardware,https://books.google.com/books?hl=en&lr=&id=qAYvDwAAQBAJ&oi=fnd&pg=PR7&dq=%22open+hardware%22&ots=DGMrjoQmw5&sig=Er8I0yaVU3bbatjqDbXeOoBdzpg,Cited by 8,"https://scholar.google.com/scholar?q=related:vfepkH1LQ3wJ:scholar.google.com/&scioq=%22open+hardware%22&hl=en&as_sdt=0,5",185,AB Huang - 2019 - books.google.com
OpenSPIM: an open-access light-sheet microscopy platform,https://www.nature.com/articles/nmeth.2507,Cited by 260,"https://scholar.google.com/scholar?q=related:KuR5eAz9aA8J:scholar.google.com/&scioq=%22open+hardware%22&hl=en&as_sdt=0,5",186,"PG Pitrone, J Schindelin, L Stuyvenberg, S Preibisch… - nature methods, 2013 - nature.com"
Free access to open content and the role of NGOs in the use and design of free software and open hardware in developing countries,http://eprints.rclis.org/archive/00007615,Cited by 1,"https://scholar.google.com/scholar?q=related:0GUNGx5w5fYJ:scholar.google.com/&scioq=%22open+hardware%22&hl=en&as_sdt=0,5",187,V Vucic - 2006 - eprints.rclis.org
Open culture and innovation: integrating knowledge across boundaries,https://journals.sagepub.com/doi/abs/10.1177/0163443714567169,Cited by 34,"https://scholar.google.com/scholar?q=related:1QfHyaejKVYJ:scholar.google.com/&scioq=%22open+hardware%22&hl=en&as_sdt=0,5",188,"AB Powell - Media, Culture & Society, 2015 - journals.sagepub.com"
"Open hardware y software, herramientas para el desarrollo de competencias educativas",http://www.pag.org.mx/index.php/PAG/article/view/504,Cited by 2,"https://scholar.google.com/scholar?q=related:OXv5rElAu08J:scholar.google.com/&scioq=%22open+hardware%22&hl=en&as_sdt=0,5",189,"JD Sánchez - … Revista iberoamericana de producción académica y …, 2015 - pag.org.mx"
HiCCE-128: An open hardware FMC module for High-Channel Count Electrophysiology,https://ieeexplore.ieee.org/abstract/document/7888000/,Cited by 1,"https://scholar.google.com/scholar?q=related:DGcX5_pi14UJ:scholar.google.com/&scioq=%22open+hardware%22&hl=en&as_sdt=0,5",190,"A Cicuttin, ML Crespo, KS Mannatunga… - … on Advances in …, 2016 - ieeexplore.ieee.org"
Open Hardware: the Netgear WNR3500L,http://eprints.bbk.ac.uk/17266/1/2011-02-18-open-hardware-the-netgear-wnr3500l.markdown,,,191,"MP Eve - martineve. com, 2011 - eprints.bbk.ac.uk"
A Kerr magnetometer setup in the kHz regime based on open-hardware architecture,https://iopscience.iop.org/article/10.1088/1742-6596/1247/1/012047/meta,Cited by 1,"https://scholar.google.com/scholar?q=related:FX5fB_oX_x4J:scholar.google.com/&scioq=%22open+hardware%22&hl=en&as_sdt=0,5",192,"MA Arroyave, JMM Ramírez, G Campillo… - Journal of Physics …, 2019 - iopscience.iop.org"
A low-cost battle tank simulator using Unreal Engine 4 and open-hardware microcontrollers,https://ieeexplore.ieee.org/abstract/document/9238266/,,"https://scholar.google.com/scholar?q=related:gQiAAtczuFoJ:scholar.google.com/&scioq=%22open+hardware%22&hl=en&as_sdt=0,5",193,"D Ginchev, S Stavrev - 2020 XXIX International Scientific …, 2020 - ieeexplore.ieee.org"
FabScan Pi-an open-hardware stand-alone web-enabled 3D scanner,https://core.ac.uk/download/pdf/36635423.pdf,Cited by 1,"https://scholar.google.com/scholar?q=related:Kebo7gMN9fcJ:scholar.google.com/&scioq=%22open+hardware%22&hl=en&as_sdt=0,5",194,M Lukas - 2015 - core.ac.uk
An Instance of Open Hardware: A Different Approach to Free and Open Source Hardware Licensing,https://heinonline.org/hol-cgi-bin/get_pdf.cgi?handle=hein.journals/frdipm30&section=32,,"https://scholar.google.com/scholar?q=related:2ErmtvkfFnUJ:scholar.google.com/&scioq=%22open+hardware%22&hl=en&as_sdt=0,5",195,"T Murphy - Fordham Intell. Prop. Media & Ent. LJ, 2019 - HeinOnline"
"Development of a Low-Cost, Open Hardware Attitude Control System for High Powered Rockets",https://arc.aiaa.org/doi/pdf/10.2514/6.2015-4623,Cited by 1,"https://scholar.google.com/scholar?q=related:5gziUV6oEDsJ:scholar.google.com/&scioq=%22open+hardware%22&hl=en&as_sdt=0,5",196,"ES Schmidt, J Louke, K Amell, J Hickman… - AIAA SPACE 2015 …, 2015 - arc.aiaa.org"
Open hardware webcam microscope and its impact on citizen science Jogja River Project,https://www.researchgate.net/profile/Nur_Arofatullah/publication/329714519_Open_Hardware_Webcam_Microscope_and_its_Impact_on_Citizen_Science_Jogja_River_Project/links/5c17a1fe4585157ac1c8c045/Open-Hardware-Webcam-Microscope-and-its-Impact-on-Citizen-Science-Jogja-River-Project.pdf,Cited by 1,"https://scholar.google.com/scholar?q=related:KrVjU47KJ_cJ:scholar.google.com/&scioq=%22open+hardware%22&hl=en&as_sdt=0,5",197,"NA Arofatullah - EPFL-UNESCO Conference on Technologies …, 2014 - researchgate.net"
JACoW: Open Hardware and Collaboration,https://cds.cern.ch/record/2312281,,,198,J Serrano - 2017 - cds.cern.ch
Open Hardware Workshop Overview,https://accelconf.web.cern.ch/ICALEPCS2013/talks/moob02_talk.pdf,,,199,J Serrano - accelconf.web.cern.ch
General design procedure for free and open-source hardware for scientific equipment,https://www.mdpi.com/2411-9660/2/1/2,Cited by 51,"https://scholar.google.com/scholar?q=related:Zw94f5syUqoJ:scholar.google.com/&scioq=%22open+hardware%22&hl=en&as_sdt=0,5",200,"S Oberloier, JM Pearce - Designs, 2018 - mdpi.com"
Three-dimensional printing and open source hardware,https://heinonline.org/hol-cgi-bin/get_pdf.cgi?handle=hein.journals/nyuinpe2&section=12,Cited by 20,"https://scholar.google.com/scholar?q=related:D-vBBpmQhoQJ:scholar.google.com/&scioq=%22open+hardware%22&hl=en&as_sdt=0,5",201,"E Greenbaum - NYU J. Intell. Prop. & Ent. L., 2012 - HeinOnline"
Open Hardware: Initial Experiences with Synthesizing Open Cores,https://www.diva-portal.org/smash/record.jsf?pid=diva2:1367623,,"https://scholar.google.com/scholar?q=related:6D4SDJ11xi4J:scholar.google.com/&scioq=%22open+hardware%22&hl=en&as_sdt=0,5",202,D Degirmen - 2019 - diva-portal.org
Standardisation of practices in Open Source Hardware,https://arxiv.org/abs/2004.07143,Cited by 1,"https://scholar.google.com/scholar?q=related:7MrGMWeGy_cJ:scholar.google.com/&scioq=%22open+hardware%22&hl=en&as_sdt=0,5",203,"J Bonvoisin, J Molloy, M Häuer, T Wenzel - arXiv preprint arXiv …, 2020 - arxiv.org"
3D virtual worlds using open source platform and integrated remote experimentation,https://ieeexplore.ieee.org/abstract/document/6293182/,Cited by 11,"https://scholar.google.com/scholar?q=related:h64P0bRQeHEJ:scholar.google.com/&scioq=%22open+hardware%22&hl=en&as_sdt=0,5",204,"R Marcelino, JB Silva, V Gruber… - 2012 9th International …, 2012 - ieeexplore.ieee.org"
Role of Open Hardware and IoT in Home Automation: A Case Study,https://link.springer.com/chapter/10.1007/978-981-15-3666-3_21,,"https://scholar.google.com/scholar?q=related:NDI0aRp-9TUJ:scholar.google.com/&scioq=%22open+hardware%22&hl=en&as_sdt=0,5",205,"A De, A Saha, P Kumar - … Intelligence, Security and Internet of Things, 2019 - Springer"
A Structural Parametric Binaural 3D Sound Implementation Using Open Hardware,https://link.springer.com/chapter/10.1007/978-3-642-38853-8_28,Cited by 1,"https://scholar.google.com/scholar?q=related:YhkBm_H4LlEJ:scholar.google.com/&scioq=%22open+hardware%22&hl=en&as_sdt=0,5",206,"BDB Silva, M Götz - International Embedded Systems Symposium, 2013 - Springer"
An Open-Hardware Approach for IoT Enabled Smart Meter Monitoring and Controlling System Using MQTT Protocol,https://link.springer.com/chapter/10.1007/978-981-15-3666-3_25,,"https://scholar.google.com/scholar?q=related:gz8BBig9-HwJ:scholar.google.com/&scioq=%22open+hardware%22&hl=en&as_sdt=0,5",207,"GM Madhu, C Vyjayanthi, C Modi - International Conference on …, 2019 - Springer"
Modular Open Hardware Omnidirectional Platform for Mobile Robot Research*,https://ieeexplore.ieee.org/abstract/document/8588120/,Cited by 1,"https://scholar.google.com/scholar?q=related:bNqz7qGJOlsJ:scholar.google.com/&scioq=%22open+hardware%22&hl=en&as_sdt=0,5",208,"L Marín - 2018 IEEE 2nd Colombian Conference on Robotics …, 2018 - ieeexplore.ieee.org"
ADS 1299-based open hardware amplifier from OpenBCI. com: Signal quality for EEG registration and SSVEP-based BCI,https://www.scitepress.org/Papers/2015/56455/56455.pdf,Cited by 1,"https://scholar.google.com/scholar?q=related:fPSbnQahTF8J:scholar.google.com/&scioq=%22open+hardware%22&hl=en&as_sdt=0,5",209,"M Zieleniewska, A Chabuda, M Biesaga… - Proceedings of the 3rd …, 2015 - scitepress.org"
Network of sensors for measuring environmental pollution using opensource/open-hardware methodologies,https://repositorio.iscte-iul.pt/handle/10071/22197,,,210,MA Barros - 2020 - repositorio.iscte-iul.pt
Open-Hardware and Application Specific Design for the Monitoring System of the Belle II Forward/Backward Electromagnetic Calorimeter,https://www.epj-conferences.org/articles/epjconf/abs/2019/19/epjconf_chep2018_01016/epjconf_chep2018_01016.html,,"https://scholar.google.com/scholar?q=related:5rFDiYjcbZAJ:scholar.google.com/&scioq=%22open+hardware%22&hl=en&as_sdt=0,5",211,"F Di Capua, A Aloisio, F Ameli… - EPJ Web of …, 2019 - epj-conferences.org"
National Academy of Engineering: Introduction to Open Hardware in Science and Engineering,https://hal.archives-ouvertes.fr/hal-02111400/document,,,212,"J Pearce - The Bridge, 2017 - hal.archives-ouvertes.fr"
Offline mobile learning: Open platforms for ICT4D,https://ieeexplore.ieee.org/abstract/document/5572653/,Cited by 10,"https://scholar.google.com/scholar?q=related:7ccO0_5mbz8J:scholar.google.com/&scioq=%22open+hardware%22&hl=en&as_sdt=0,5",213,"S Shrestha, JPT Moore… - 2010 10th ieee …, 2010 - ieeexplore.ieee.org"
… : Cómo el hardware y software abiertos pueden empoderar a las comunidades de aprendizaje Turtle Sensors 2.0: How open hardware and software empower …,https://www.researchgate.net/profile/Andres-Aguirre-2/publication/291366982_Sensores_Tortuga_20_Como_el_hardware_y_software_abiertos_pueden_empoderar_a_las_comunidades_de_aprendizaje/links/57c07efb08ae2f5eb33222c2/Sensores-Tortuga-20-Como-el-hardware-y-software-abiertos-pueden-empoderar-a-las-comunidades-de-aprendizaje.pdf,Cited by 7,"https://scholar.google.com/scholar?q=related:jGcCGOODvE8J:scholar.google.com/&scioq=%22open+hardware%22&hl=en&as_sdt=0,5",214,"G Trinidad, A Aguirre, A Aguiar, T Forster… - RED. Revista de …, 2015 - researchgate.net"
"New approach for solar tracking systems based on computer vision, low cost hardware and deep learning",https://www.sciencedirect.com/science/article/pii/S0960148118310516,Cited by 27,"https://scholar.google.com/scholar?q=related:oT2d9BHS1KkJ:scholar.google.com/&scioq=%22open+hardware%22&hl=en&as_sdt=0,5",215,"JA Carballo, J Bonilla, M Berenguel… - Renewable energy, 2019 - Elsevier"
Leveraging Open Hardware to Alleviate the Burden of COVID-19 on Global Health Systems,https://europepmc.org/article/ppr/ppr126846,Cited by 1,,216,"T Baden, J Molloy - 2020 - europepmc.org"
OPEN HARDWARE EXPERIENCE ON LNLS'BEAM DIAGNOSTICS,https://accelconf.web.cern.ch/pcapac2016/papers/thhwplco04.pdf,,"https://scholar.google.com/scholar?q=related:mCby0I0F_UIJ:scholar.google.com/&scioq=%22open+hardware%22&hl=en&as_sdt=0,5",217,"GBM Bruno, DO Tavares, HA Silva, FC Sant'Anna… - accelconf.web.cern.ch"
Upon the shoulders of giants: open-source hardware and software in analytical chemistry,https://pubs.acs.org/doi/abs/10.1021/acs.analchem.7b00485,Cited by 57,"https://scholar.google.com/scholar?q=related:CQm5f5BcBMYJ:scholar.google.com/&scioq=%22open+hardware%22&hl=en&as_sdt=0,5",218,"MDM Dryden, R Fobel, C Fobel… - Analytical chemistry, 2017 - ACS Publications"
Exploring Open Hardware in the Image Field,https://www.academia.edu/download/33281083/LuisEustaquio_ExploringOpenHardware.pdf,,"https://scholar.google.com/scholar?q=related:BGeaTBWdDiMJ:scholar.google.com/&scioq=%22open+hardware%22&hl=en&as_sdt=0,5",219,"L Eustáquio, M Carvalhais, R Lafuente - xCoAx2013 - academia.edu"
Low Cost IOT system for Residential Automation using Open Hardware and Open Software with a Focus on Disabilities,http://www.cister.isep.ipp.pt/docs/low_cost_iot_system_for_residential_automation_using_open_hardware_and_open_software_with_a_focus_on_disabilities/1529/,,"https://scholar.google.com/scholar?q=related:Zx8oQMSrnV0J:scholar.google.com/&scioq=%22open+hardware%22&hl=en&as_sdt=0,5",220,"FO Prado, JG da Silva Neto - 3rd Doctoral Congress in …, 2019 - cister.isep.ipp.pt"
What is the “source” of open source hardware?,https://depositonce.tu-berlin.de/handle/11303/7259,Cited by 33,"https://scholar.google.com/scholar?q=related:beBd4rbSgeAJ:scholar.google.com/&scioq=%22open+hardware%22&hl=en&as_sdt=0,5",221,"J Bonvoisin, R Mies, JF Boujut, R Stark - 2017 - depositonce.tu-berlin.de"
Proprietary benefits from open communities: How MakerBot leveraged Thingiverse in 3D printing,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=2544970,Cited by 14,"https://scholar.google.com/scholar?q=related:YaSL7e-Gw0EJ:scholar.google.com/&scioq=%22open+hardware%22&hl=en&as_sdt=0,5",222,"J West, G Kuk - Available at SSRN 2544970, 2014 - papers.ssrn.com"
Build it. Share it. Profit. Can open source hardware work,https://spolearninglab.com/curriculum/lessonPlans/workshops/ttt/images/arduino/arduino/Build%20It.%20Share%20It.%20Profit.%20Can%20Open%20Source%20Hardware%20Work.pdf,Cited by 92,"https://scholar.google.com/scholar?q=related:xmDPdU2s01kJ:scholar.google.com/&scioq=%22open+hardware%22&hl=en&as_sdt=0,5",223,"C Thompson - Work, 2011 - spolearninglab.com"
An open and modular hardware node for wireless sensor and body area networks,https://www.hindawi.com/journals/js/2016/2978073/abs/,Cited by 21,"https://scholar.google.com/scholar?q=related:v5fA3IeyHGcJ:scholar.google.com/&scioq=%22open+hardware%22&hl=en&as_sdt=0,5",224,"L Ciabattoni, A Freddi, S Longhi, A Monteriù… - Journal of …, 2016 - hindawi.com"
The Emergence of Open Hardware Phenomena in Different Technological Environments,https://boris.unibe.ch/83874/1/The%20Emergence%20of%20Open%20Hardware%20Phenomena%20in%20Different%20Tech%20Envrmts.pdf,,,225,D Jost - 2013 - boris.unibe.ch
Toward an Open Source Civilization: (Innovations Case Narrative: Open Source Ecology),https://www.mitpressjournals.org/doi/pdf/10.1162/INOV_a_00139,Cited by 34,"https://scholar.google.com/scholar?q=related:2a-j4H2AZCEJ:scholar.google.com/&scioq=%22open+hardware%22&hl=en&as_sdt=0,5",226,"CC Thomson, M Jakubowski - Innovations: Technology, Governance …, 2012 - MIT Press"
Beyond DiY: Open Hardware and Renewable Energy.,http://ceur-ws.org/Vol-739/paper_14.pdf,,,227,"J Ruiz - OKCon, 2011 - ceur-ws.org"
okinesio–Evaluation and Development of an Open Hardware Activity Tracker,https://link.springer.com/chapter/10.1007/978-3-319-40542-1_93,,"https://scholar.google.com/scholar?q=related:g2RAcHu-Dr8J:scholar.google.com/&scioq=%22open+hardware%22&hl=en&as_sdt=0,5",228,"M Zöllner, A Zapf, ND Truong - International Conference on Human …, 2016 - Springer"
Identity: the killer app of crowdfunded open hardware,https://dl.acm.org/doi/fullHtml/10.1145/3094602,,"https://scholar.google.com/scholar?q=related:vHtMbkkyea8J:scholar.google.com/&scioq=%22open+hardware%22&hl=en&as_sdt=0,5",229,"J Lifton - XRDS: Crossroads, The ACM Magazine for Students, 2017 - dl.acm.org"
Features Of Obtaining Gallium Arsenide Semiconductor Structures With Microtextured Surface,http://www.jmest.org/wp-content/uploads/JMESTN42353135.pdf,,"https://scholar.google.com/scholar?q=related:_15PAgJTZ1YJ:scholar.google.com/&scioq=%22open+hardware%22&hl=en&as_sdt=0,5",230,"AV Karimov, DM Yodgorova, O Abdullazizovich… - In Vitro - jmest.org"
Open hardware wheeled mobile robot for educational purposes,https://ieeexplore.ieee.org/abstract/document/8542162/,,"https://scholar.google.com/scholar?q=related:n5_LFBaW48gJ:scholar.google.com/&scioq=%22open+hardware%22&hl=en&as_sdt=0,51",1,"G Perez-Paina, EJ Guizzo, I Torres… - … and Conference on …, 2018 - ieeexplore.ieee.org"
The openrisc processor: open hardware and linux,https://dl.acm.org/doi/abs/10.5555/2123870.2123876,Cited by 20,"https://scholar.google.com/scholar?q=related:FKYWMJyhXIsJ:scholar.google.com/&scioq=%22open+hardware%22&hl=en&as_sdt=0,51",2,"J Tandon - Linux Journal, 2011 - dl.acm.org"
Open-source a Open-hardware podpora pro CAN FD,https://dspace.cvut.cz/handle/10467/80366,,"https://scholar.google.com/scholar?q=related:8woINZUdIboJ:scholar.google.com/&scioq=%22open+hardware%22&hl=en&as_sdt=0,51",3,M Jeřábek - 2019 - dspace.cvut.cz
Towards national policy for open source hardware research: The case of Finland,https://www.sciencedirect.com/science/article/pii/S0040162518313878,Cited by 12,"https://scholar.google.com/scholar?q=related:tcYiGFUtbggJ:scholar.google.com/&scioq=%22open+hardware%22&hl=en&as_sdt=0,51",4,"ITS Heikkinen, H Savin, J Partanen, J Seppälä… - … Forecasting and Social …, 2020 - Elsevier"
Critical Factors for Implementing Open Source Hardware in a Crisis: Lessons Learned from the COVID-19 Pandemic,https://openhardware.metajnl.com/articles/10.5334/joh.24/,Cited by 4,"https://scholar.google.com/scholar?q=related:MH3aB1zA44YJ:scholar.google.com/&scioq=%22open+hardware%22&hl=en&as_sdt=0,51",5,"L Corsini, V Dammicco… - … of Open Hardware, 2020 - openhardware.metajnl.com"
